epoch_id,train_serial,lr,train_loss,train_miou,train_iou1,train_iou2,train_iou3,train_elapsed_time,val_loss,val_miou,val_iou1,val_iou2,val_iou3,val_elapsed_time
0,20221110_212923,[0.0005],0.1366242192563368,0.023494687615112093,0.8586482798864934,0.9263600171981913,0.09992444501375224,980.0,0.13515429887493763,0.0018868655843876391,0.8720833334416325,0.9350000000401448,0.11107139726213908,66.9
